order_item_id,order_id,product_name,category,quantity,price
208,2779,Car,Toys,3,187.61
209,3753,Keyboard,Electronics,4,127.6
210,8853,Sneakers,Clothing,3,52.7
211,4366,Jeans,Clothing,3,34.11
212,4341,Jacket,Clothing,1,177.85
213,4756,Lamp,Home,4,94.94
214,8277,Comics,Books,2,199.13
215,3671,Shampoo,Beauty,2,56.11
216,9099,Curtains,Home,4,113.81
217,3522,Biography,Books,3,113.77
218,1876,Table,Home,2,65.74
219,3959,Monitor,Electronics,4,117.6
220,2137,Curtains,Home,2,75.88
221,9046,Sneakers,Clothing,1,46.38
222,507,Lipstick,Beauty,3,157.8
223,8600,Lamp,Home,1,145.26
224,5391,Fiction,Books,2,75.7
225,8716,Perfume,Beauty,3,172.41
226,5614,Keyboard,Electronics,3,67.86
227,6751,Non-fiction,Books,3,197.47
228,3051,Car,Toys,4,17.5
229,7093,Perfume,Beauty,4,63.3
230,2398,Mouse,Electronics,3,150.37
231,7913,Perfume,Beauty,3,139.49
232,8520,Lamp,Home,3,119.93
233,1310,Comics,Books,1,30.43
234,7203,Fiction,Books,1,109.24
235,7701,Car,Toys,2,80.22
236,4719,Doll,Toys,3,159.03
237,5951,Chair,Home,3,95.06
238,756,Doll,Toys,1,5.31
239,146,Keyboard,Electronics,2,120.66
240,5117,Table,Home,2,54.17
241,3575,Lipstick,Beauty,3,25.48
242,9820,Jeans,Clothing,4,164.19
243,4924,Biography,Books,2,111.9
244,1859,Sneakers,Clothing,2,112.53
245,4723,Lamp,Home,3,31.77
246,3599,Chair,Home,3,112.68
247,630,Headphones,Electronics,3,178.12
248,3519,Table,Home,1,198.36
249,6559,Fiction,Books,3,100.78
250,4353,Doll,Toys,4,73.75
251,7430,Comics,Books,4,185.9
252,9097,Biography,Books,2,119.58
253,5556,Monitor,Electronics,1,199.74
254,7998,Jacket,Clothing,2,111.63
255,108,Comics,Books,1,165.48
256,9235,Mouse,Electronics,3,128.61
257,9581,Biography,Books,2,138.7
258,9869,Lipstick,Beauty,4,15.14
259,5499,Puzzle,Toys,1,90.63
260,4256,Fiction,Books,2,140.26
261,4196,Car,Toys,4,72.67
262,8457,T-shirt,Clothing,4,97.31
263,3822,Headphones,Electronics,3,112.1
264,677,T-shirt,Clothing,1,166.19
265,5179,Perfume,Beauty,2,23.35
266,5567,Chair,Home,4,66.75
267,3970,Comics,Books,1,113.08
268,5421,Shampoo,Beauty,3,24.56
269,608,Perfume,Beauty,1,160.97
270,5675,Headphones,Electronics,1,167.96
271,5889,Biography,Books,2,12.22
272,5333,Keyboard,Electronics,1,170.16
273,7357,Puzzle,Toys,3,44.85
274,6787,Lamp,Home,4,36.39
275,2395,Biography,Books,2,9.24
276,8071,Table,Home,4,62.0
277,9353,Keyboard,Electronics,1,39.69
278,5150,Facewash,Beauty,3,86.91
279,6290,Lipstick,Beauty,4,88.5
280,9684,Lamp,Home,3,38.54
281,2022,Jacket,Clothing,1,194.67
282,7785,Non-fiction,Books,1,51.88
283,4599,Lipstick,Beauty,4,157.15
284,3016,Comics,Books,2,120.48
285,5311,Sneakers,Clothing,3,64.52
286,2049,Non-fiction,Books,3,21.06
287,5970,Fiction,Books,3,172.79
288,894,Car,Toys,1,40.41
289,9280,Jacket,Clothing,1,103.11
290,6088,Fiction,Books,4,135.09
291,2934,Curtains,Home,4,185.13
292,2282,Mouse,Electronics,1,121.36
293,8265,Shampoo,Beauty,2,44.24
294,1381,Biography,Books,3,151.43
295,484,Chair,Home,3,139.0
296,9222,Keyboard,Electronics,1,39.45
297,3780,Jeans,Clothing,2,65.84
298,6102,Facewash,Beauty,2,121.28
299,4955,Jeans,Clothing,2,132.63
300,5954,Doll,Toys,2,34.97
301,6281,Perfume,Beauty,2,176.23
302,779,Car,Toys,4,114.04
303,3476,Facewash,Beauty,1,50.03
304,4724,Car,Toys,1,72.56
305,6887,Lamp,Home,1,127.51
306,6714,Biography,Books,3,36.43
307,8602,Biography,Books,2,149.96
308,1060,Curtains,Home,2,66.51
309,6374,Table,Home,3,157.72
310,7395,T-shirt,Clothing,2,21.6
311,2310,Perfume,Beauty,2,157.81
312,1601,Comics,Books,2,95.23
313,2234,Headphones,Electronics,2,118.41
314,9845,Perfume,Beauty,2,130.84
315,7354,Doll,Toys,4,40.98
316,9490,Keyboard,Electronics,1,96.3
317,352,Facewash,Beauty,4,43.45
318,6470,Biography,Books,2,50.65
319,8657,Comics,Books,1,86.0
320,3167,Perfume,Beauty,1,25.88
321,5254,Keyboard,Electronics,1,48.39
322,2210,Lego,Toys,1,68.45
323,8748,Doll,Toys,3,47.94
324,300,Car,Toys,1,169.18
325,3867,Lamp,Home,3,31.99
326,8548,Comics,Books,3,14.48
327,564,Sneakers,Clothing,1,18.35
328,4889,Lego,Toys,2,22.29
329,9215,Lamp,Home,2,129.54
330,1191,Mouse,Electronics,1,178.27
331,3211,T-shirt,Clothing,1,183.98
332,6379,Monitor,Electronics,3,52.66
333,9219,T-shirt,Clothing,4,8.23
334,8448,Perfume,Beauty,3,46.43
335,2419,Car,Toys,2,107.63
336,2564,Non-fiction,Books,4,165.84
337,2952,Chair,Home,4,114.49
338,7384,Biography,Books,4,16.93
339,270,Lipstick,Beauty,3,165.83
340,6620,Facewash,Beauty,3,127.78
341,5648,Car,Toys,1,37.46
342,9120,Sneakers,Clothing,3,31.56
343,8256,Table,Home,3,126.98
344,4556,Comics,Books,4,150.54
345,1043,T-shirt,Clothing,4,152.77
346,5445,Chair,Home,3,159.37
347,5004,Monitor,Electronics,2,85.99
348,4189,Curtains,Home,4,189.12
349,9002,Lipstick,Beauty,1,190.2
350,3089,Table,Home,2,23.55
351,1647,Table,Home,4,20.1
352,488,Jeans,Clothing,1,91.37
353,3082,Lego,Toys,4,129.55
354,1748,Jeans,Clothing,1,69.85
355,8941,Car,Toys,4,182.04
356,528,Monitor,Electronics,4,14.19
357,1168,Lego,Toys,3,72.86
358,4611,Sneakers,Clothing,2,14.99
359,4473,Lipstick,Beauty,2,119.87
360,7662,Fiction,Books,3,117.44
361,5805,Perfume,Beauty,4,18.03
362,484,Lego,Toys,2,127.58
363,452,Sneakers,Clothing,1,94.99
364,4070,Non-fiction,Books,1,67.7
365,5656,Sneakers,Clothing,4,10.49
366,7208,Shampoo,Beauty,4,161.68
367,4398,Non-fiction,Books,1,127.42
368,5672,Fiction,Books,4,21.25
369,3134,Keyboard,Electronics,3,140.28
370,1774,Car,Toys,2,168.23
371,5623,Curtains,Home,1,171.18
372,9191,Perfume,Beauty,3,176.14
373,7413,T-shirt,Clothing,1,9.53
374,2066,Lamp,Home,1,141.53
375,8590,Doll,Toys,4,25.92
376,6333,T-shirt,Clothing,2,166.12
377,7914,Lamp,Home,3,146.45
378,9996,Headphones,Electronics,1,72.0
379,1947,Perfume,Beauty,1,168.64
380,3416,Car,Toys,4,27.14
381,1395,Lamp,Home,3,37.48
382,2422,Chair,Home,4,103.21
383,3920,Lipstick,Beauty,4,156.59
384,7346,Lipstick,Beauty,3,186.91
385,3084,Table,Home,2,16.69
386,8031,Lipstick,Beauty,4,106.65
387,8121,Comics,Books,1,82.08
388,1845,Lipstick,Beauty,2,161.41
389,1805,Comics,Books,1,43.05
390,9082,Perfume,Beauty,2,15.72
391,2504,Lamp,Home,1,99.58
392,1894,Keyboard,Electronics,4,113.75
393,1667,Fiction,Books,4,90.57
394,4345,Shampoo,Beauty,4,119.93
395,6592,Comics,Books,3,60.43
396,3066,Facewash,Beauty,4,191.11
397,5076,T-shirt,Clothing,2,101.11
398,3076,Curtains,Home,4,179.23
399,1260,Fiction,Books,3,25.96
400,2221,Fiction,Books,1,23.18
401,5442,Table,Home,3,58.79
402,8979,Jacket,Clothing,2,26.61
403,4936,Biography,Books,2,28.84
404,2448,Perfume,Beauty,3,79.38
405,3130,Comics,Books,1,109.92
406,1899,Facewash,Beauty,4,159.73
407,7698,Doll,Toys,2,28.57
408,6692,Puzzle,Toys,4,101.49
409,4504,T-shirt,Clothing,1,151.61
410,3950,Doll,Toys,2,17.52
411,8011,Keyboard,Electronics,1,115.37
412,7440,Biography,Books,1,113.33
413,17,Facewash,Beauty,3,159.79
414,7960,Non-fiction,Books,1,62.69
415,6242,Doll,Toys,2,145.94
416,7907,Table,Home,3,71.17
417,3023,Facewash,Beauty,2,121.25
418,1267,T-shirt,Clothing,3,164.23
419,479,Jacket,Clothing,3,96.18
420,4297,Chair,Home,1,175.8
421,3978,Shampoo,Beauty,1,192.3
422,6069,Keyboard,Electronics,4,150.28
423,4275,Doll,Toys,2,63.73
424,6414,Jeans,Clothing,2,174.13
425,7792,Biography,Books,4,124.75
426,486,Perfume,Beauty,1,125.45
427,4674,Curtains,Home,2,15.91
428,338,Non-fiction,Books,2,40.72
429,9053,Doll,Toys,1,49.76
430,6901,Doll,Toys,3,42.62
431,2004,Table,Home,1,147.74
432,1472,Shampoo,Beauty,4,145.61
433,6728,Car,Toys,2,97.91
434,2043,Sneakers,Clothing,3,7.63
435,1520,Lamp,Home,4,155.84
436,6490,Lipstick,Beauty,1,163.68
437,8894,Non-fiction,Books,3,170.87
438,4389,Non-fiction,Books,2,179.28
439,7857,T-shirt,Clothing,3,112.38
440,9366,Fiction,Books,2,74.43
441,1606,Shampoo,Beauty,1,87.23
442,5665,Comics,Books,3,184.15
443,6940,Lamp,Home,3,78.54
444,5118,Shampoo,Beauty,3,169.04
445,5380,Shampoo,Beauty,2,169.49
446,2125,Fiction,Books,1,197.18
447,4992,Lamp,Home,1,187.44
448,6795,Fiction,Books,2,135.55
449,1447,Fiction,Books,3,107.85
450,3307,Mouse,Electronics,2,69.46
451,2373,Lego,Toys,2,112.76
452,151,Jacket,Clothing,4,24.57
453,1660,Shampoo,Beauty,1,77.37
454,6140,Shampoo,Beauty,2,92.79
455,9071,Sneakers,Clothing,3,21.55
456,7200,Jeans,Clothing,2,196.44
457,2320,Doll,Toys,2,91.29
458,2884,Doll,Toys,2,93.01
459,7804,Keyboard,Electronics,3,97.11
460,1516,Lipstick,Beauty,4,199.41
461,590,Jacket,Clothing,2,89.51
462,588,Keyboard,Electronics,1,30.7
463,2620,T-shirt,Clothing,2,182.61
464,5488,Car,Toys,4,18.91
465,6224,Lamp,Home,2,170.93
466,9388,Puzzle,Toys,1,143.39
467,4354,Fiction,Books,4,25.17
468,2606,Sneakers,Clothing,1,11.58
469,2539,Mouse,Electronics,1,38.65
470,8758,Mouse,Electronics,1,153.46
471,1757,Jeans,Clothing,4,53.73
472,1361,Lego,Toys,4,97.19
473,2374,Car,Toys,1,184.6
474,1196,Fiction,Books,1,148.1
475,2132,Car,Toys,3,50.63
476,8010,Mouse,Electronics,4,81.15
477,5644,Shampoo,Beauty,2,33.07
478,9760,Car,Toys,4,102.62
479,3411,Monitor,Electronics,3,67.77
480,2368,Chair,Home,3,166.76
481,3344,Curtains,Home,1,96.05
482,7282,Comics,Books,4,9.13
483,3098,Doll,Toys,2,145.62
484,9453,Facewash,Beauty,4,186.56
485,1334,Non-fiction,Books,3,132.11
486,7166,Biography,Books,2,114.45
487,3337,Facewash,Beauty,2,178.54
488,8158,Perfume,Beauty,1,184.23
489,3085,Keyboard,Electronics,4,88.63
490,3388,Lamp,Home,4,5.13
491,4714,Comics,Books,4,165.19
492,7806,Curtains,Home,2,66.94
493,5102,Jeans,Clothing,3,55.82
494,2432,Chair,Home,3,95.94
495,1017,Mouse,Electronics,1,66.36
496,642,Non-fiction,Books,3,150.56
497,4063,Jeans,Clothing,4,63.02
498,8508,T-shirt,Clothing,1,107.35
499,441,Biography,Books,3,55.41
500,1139,Comics,Books,3,185.66
501,9107,Monitor,Electronics,1,51.21
502,5244,Lego,Toys,2,120.19
503,2304,Lego,Toys,1,59.74
504,5951,Non-fiction,Books,2,150.33
505,7047,Sneakers,Clothing,4,37.79
506,6607,T-shirt,Clothing,2,82.78
507,3422,Lego,Toys,1,85.74
508,2079,Comics,Books,4,47.25
509,6104,Perfume,Beauty,1,179.3
510,4151,Facewash,Beauty,1,23.68
511,2201,Jacket,Clothing,2,193.08
512,4552,Chair,Home,2,106.85
513,6430,Non-fiction,Books,2,144.34
514,8228,Biography,Books,4,49.51
515,9010,Facewash,Beauty,2,176.63
516,1947,Facewash,Beauty,4,50.48
517,3957,Chair,Home,1,59.46
518,2226,Table,Home,1,141.61
519,7716,Lamp,Home,2,125.06
520,3326,Lamp,Home,3,64.33
521,8700,Chair,Home,1,20.49
522,3746,Shampoo,Beauty,3,183.62
523,8161,Chair,Home,3,180.85
524,4815,Keyboard,Electronics,3,116.9
525,8652,Jacket,Clothing,2,169.64
526,6104,Biography,Books,4,125.35
527,1406,Monitor,Electronics,1,95.12
528,6091,Table,Home,3,96.84
529,7288,Non-fiction,Books,4,137.21
530,2037,Sneakers,Clothing,2,22.36
531,6035,Fiction,Books,1,77.05
532,2678,Keyboard,Electronics,4,125.4
533,6145,Jacket,Clothing,2,192.96
534,1745,Perfume,Beauty,1,131.19
535,9424,Perfume,Beauty,1,27.89
536,1178,Mouse,Electronics,2,162.86
537,762,Perfume,Beauty,3,9.55
538,4779,Jacket,Clothing,1,20.77
539,6459,Car,Toys,1,25.36
540,5624,Headphones,Electronics,3,52.29
541,4715,Monitor,Electronics,4,193.78
542,3727,Biography,Books,1,182.77
543,9736,Chair,Home,4,136.27
544,1934,Mouse,Electronics,3,101.05
545,3562,Jeans,Clothing,1,91.75
546,7180,Comics,Books,3,161.16
547,4445,T-shirt,Clothing,1,110.49
548,2965,Doll,Toys,1,133.4
549,9223,Lego,Toys,1,158.15
550,7225,Puzzle,Toys,3,134.86
551,8782,Curtains,Home,1,107.27
552,3102,Biography,Books,4,170.23
553,3898,Doll,Toys,2,37.3
554,3679,Lipstick,Beauty,2,171.51
555,1844,Jeans,Clothing,2,16.39
556,1939,Facewash,Beauty,4,16.22
557,8445,Comics,Books,1,156.91
558,7867,Shampoo,Beauty,3,190.59
559,7084,Jacket,Clothing,3,32.45
560,5373,Curtains,Home,1,67.31
561,1467,Chair,Home,4,63.27
562,736,Non-fiction,Books,2,164.05
563,340,Facewash,Beauty,4,15.1
564,1377,Fiction,Books,4,130.04
565,4720,Jeans,Clothing,3,171.96
566,705,Perfume,Beauty,1,189.12
567,3725,Table,Home,3,128.51
568,8190,Lamp,Home,2,10.06
569,4419,Puzzle,Toys,2,199.44
570,5260,Doll,Toys,3,58.02
571,9661,Mouse,Electronics,1,142.43
572,553,Monitor,Electronics,1,135.0
573,3492,Car,Toys,4,5.73
574,790,Biography,Books,4,177.32
575,1174,Lipstick,Beauty,3,173.77
576,553,Lipstick,Beauty,2,86.17
577,3423,Puzzle,Toys,1,115.58
578,4212,Puzzle,Toys,3,187.56
579,8824,Lego,Toys,3,180.14
580,270,Puzzle,Toys,2,163.82
581,861,Car,Toys,4,149.49
582,291,Lego,Toys,2,148.16
583,9650,Mouse,Electronics,4,173.02
584,5871,Comics,Books,4,106.57
585,630,Curtains,Home,1,151.35
586,7008,Facewash,Beauty,1,93.75
587,5944,Keyboard,Electronics,4,94.71
588,475,Facewash,Beauty,4,113.95
589,4633,Table,Home,1,9.98
590,4081,Mouse,Electronics,4,133.49
591,1761,Doll,Toys,4,56.3
592,4709,Mouse,Electronics,4,27.43
593,6921,Headphones,Electronics,2,10.23
594,3399,Jacket,Clothing,3,199.95
595,3562,Curtains,Home,4,165.31
596,3845,Non-fiction,Books,1,85.01
597,3805,Doll,Toys,4,137.43
598,9817,Car,Toys,4,189.85
599,1509,Shampoo,Beauty,1,101.68
600,4111,Doll,Toys,1,199.76
601,4854,Shampoo,Beauty,4,42.21
602,6832,T-shirt,Clothing,3,102.19
603,8196,Jacket,Clothing,1,128.46
604,3448,Jeans,Clothing,1,153.44
605,5585,Headphones,Electronics,2,11.27
606,3792,Jacket,Clothing,4,169.94
607,5082,Monitor,Electronics,2,69.09
608,9353,Non-fiction,Books,2,48.75
609,834,Shampoo,Beauty,3,168.91
610,5336,Jacket,Clothing,4,153.23
611,5488,Sneakers,Clothing,4,27.6
612,6261,Non-fiction,Books,2,120.23
613,9395,Jacket,Clothing,1,69.29
614,2176,Keyboard,Electronics,1,170.35
615,9574,Lamp,Home,4,107.74
616,4174,Lamp,Home,3,88.37
617,2789,Curtains,Home,3,92.38
618,7461,Lamp,Home,4,55.38
619,8534,Table,Home,1,77.68
620,9554,Curtains,Home,3,156.43
621,6722,Sneakers,Clothing,4,13.92
622,4192,Puzzle,Toys,4,44.81
623,7313,Keyboard,Electronics,1,53.45
624,8188,Puzzle,Toys,2,92.71
625,4617,T-shirt,Clothing,1,183.41
626,996,Mouse,Electronics,3,155.48
627,357,Facewash,Beauty,2,62.28
628,8378,Facewash,Beauty,1,57.78
629,1694,Curtains,Home,3,100.26
630,2591,Jeans,Clothing,3,171.74
631,9535,Doll,Toys,2,183.02
632,7922,Chair,Home,1,74.84
633,1692,Puzzle,Toys,1,47.56
634,9275,Lamp,Home,3,97.32
635,2058,Mouse,Electronics,4,68.08
636,2905,Table,Home,4,148.66
637,4452,Monitor,Electronics,2,181.98
638,6938,Biography,Books,1,7.08
639,2381,Mouse,Electronics,4,55.05
640,8209,Facewash,Beauty,2,105.41
641,8516,Jeans,Clothing,3,178.76
642,2071,Perfume,Beauty,4,34.05
643,931,Lamp,Home,1,109.89
644,1445,Biography,Books,3,166.17
645,8595,Keyboard,Electronics,1,20.97
646,3403,T-shirt,Clothing,3,11.71
647,4553,Puzzle,Toys,1,144.91
648,9699,T-shirt,Clothing,2,158.8
649,1522,Sneakers,Clothing,1,25.97
650,3099,Headphones,Electronics,1,67.15
651,8121,Lego,Toys,3,32.94
652,7356,Facewash,Beauty,1,187.61
653,2188,Comics,Books,1,38.84
654,2569,Sneakers,Clothing,1,99.33
655,8284,T-shirt,Clothing,3,184.92
656,4948,Lego,Toys,4,156.66
657,4941,Shampoo,Beauty,4,138.62
658,4763,Fiction,Books,4,116.65
659,1754,Jeans,Clothing,1,143.89
660,5055,Curtains,Home,2,101.02
661,4893,Comics,Books,2,137.46
662,5782,Facewash,Beauty,3,25.28
663,88,Biography,Books,4,152.5
664,1642,Headphones,Electronics,1,89.49
665,2963,Fiction,Books,3,121.95
666,5414,Lamp,Home,1,197.8
667,7421,Shampoo,Beauty,3,32.43
668,8743,Lamp,Home,4,8.06
669,6911,Car,Toys,1,10.29
670,5174,Lego,Toys,4,170.65
671,5230,Jeans,Clothing,4,95.92
672,8816,Monitor,Electronics,1,87.64
673,3758,Jeans,Clothing,4,187.94
674,4797,Lamp,Home,3,105.37
675,3293,Mouse,Electronics,3,161.53
676,3833,Table,Home,3,130.45
677,2612,Car,Toys,4,118.65
678,8354,Jeans,Clothing,1,119.94
679,8229,Comics,Books,4,33.86
680,9038,Chair,Home,4,178.31
681,6767,Jacket,Clothing,3,46.06
682,7538,Facewash,Beauty,1,128.36
683,5297,Puzzle,Toys,2,26.14
684,3347,Table,Home,2,6.56
685,4055,Shampoo,Beauty,1,185.22
686,4201,T-shirt,Clothing,1,128.4
687,8528,Lego,Toys,3,20.29
688,1561,T-shirt,Clothing,1,101.23
689,7523,Lipstick,Beauty,1,43.6
690,4165,Lipstick,Beauty,4,199.21
691,6721,Perfume,Beauty,4,69.34
692,8854,Fiction,Books,2,94.42
693,5440,T-shirt,Clothing,3,181.75
694,4853,Non-fiction,Books,3,16.46
695,6596,Facewash,Beauty,1,139.3
696,6714,Comics,Books,3,140.03
697,3184,Facewash,Beauty,2,84.92
698,9678,Jacket,Clothing,4,145.24
