order_id,customer_id,order_date,order_status,payment_method,total_amount
116,725,2024-03-15,completed,net_banking,474.06
117,720,2025-04-13,completed,paypal,327.38
118,749,2023-08-20,completed,wallet,85.45
119,338,2023-11-18,cancelled,net_banking,467.0
120,879,2023-07-01,completed,wallet,153.01
121,53,2024-05-30,completed,credit_card,355.65
122,792,2024-02-08,completed,net_banking,213.59
123,922,2023-07-27,completed,net_banking,246.42
124,217,2024-11-18,completed,wallet,241.39
125,764,2023-10-02,completed,wallet,233.83
126,188,2024-02-26,cancelled,wallet,80.87
127,380,2024-08-13,completed,credit_card,103.4
128,493,2023-06-03,completed,credit_card,303.7
129,41,2023-10-08,completed,wallet,375.68
130,157,2024-02-19,completed,net_banking,76.89
131,15,2023-09-10,completed,net_banking,44.21
132,813,2025-01-18,cancelled,wallet,388.61
133,65,2024-11-20,completed,paypal,428.66
134,857,2024-06-28,completed,credit_card,176.54
135,839,2024-08-02,completed,credit_card,395.98
136,521,2025-02-02,completed,paypal,140.91
137,344,2023-06-19,cancelled,wallet,11.26
138,129,2025-01-14,returned,net_banking,365.76
139,648,2024-10-09,completed,net_banking,420.36
140,472,2024-04-18,completed,credit_card,294.16
141,63,2024-04-25,completed,paypal,333.37
142,139,2023-12-20,completed,net_banking,433.98
143,499,2024-09-08,cancelled,credit_card,228.81
144,593,2024-08-31,completed,net_banking,247.33
145,392,2024-02-29,completed,net_banking,172.9
146,675,2025-01-22,completed,net_banking,383.81
147,419,2024-02-10,completed,credit_card,194.83
148,289,2023-08-27,completed,paypal,467.1
149,379,2023-06-02,completed,wallet,436.1
150,773,2025-01-03,completed,paypal,490.58
151,490,2024-02-03,completed,net_banking,127.01
152,231,2024-09-04,completed,paypal,197.66
153,41,2024-03-15,completed,net_banking,429.45
154,28,2023-09-19,completed,credit_card,211.28
155,135,2023-11-16,completed,credit_card,165.91
156,201,2023-07-14,completed,credit_card,241.76
157,840,2023-07-11,returned,net_banking,457.58
158,780,2023-06-20,completed,paypal,196.8
159,930,2024-01-27,completed,wallet,494.32
160,33,2024-08-01,completed,wallet,398.27
161,48,2024-12-15,completed,credit_card,329.49
162,503,2025-02-06,completed,wallet,84.53
163,407,2024-01-06,completed,net_banking,482.76
164,574,2023-05-12,completed,paypal,71.86
165,728,2023-10-24,completed,wallet,483.02
166,805,2023-11-26,completed,wallet,172.68
167,99,2023-08-25,completed,paypal,59.18
168,684,2024-06-14,completed,wallet,424.07
169,872,2023-07-12,completed,paypal,58.86
170,726,2023-06-10,completed,net_banking,456.12
171,987,2023-10-02,completed,net_banking,17.52
172,547,2024-07-27,completed,net_banking,80.64
173,961,2023-04-29,returned,credit_card,436.76
174,739,2024-11-28,completed,net_banking,485.28
175,613,2025-03-27,completed,wallet,46.67
176,943,2023-12-17,completed,credit_card,392.95
177,462,2023-09-13,completed,credit_card,139.86
178,643,2024-06-22,completed,credit_card,315.4
179,769,2023-09-24,completed,net_banking,204.77
180,5,2024-08-28,completed,credit_card,49.35
181,218,2025-04-11,cancelled,net_banking,171.0
182,503,2023-05-16,completed,net_banking,340.44
183,767,2023-10-24,completed,credit_card,271.47
184,398,2023-11-16,completed,credit_card,477.53
185,871,2023-06-26,completed,wallet,317.13
186,795,2024-07-06,completed,credit_card,444.84
187,393,2024-07-02,completed,net_banking,249.09
188,207,2023-05-25,completed,wallet,275.1
189,15,2024-07-01,returned,wallet,312.56
190,858,2024-12-24,completed,net_banking,125.04
191,554,2024-04-30,completed,credit_card,345.36
192,892,2023-05-26,cancelled,credit_card,150.82
193,461,2023-05-28,completed,paypal,121.47
194,691,2023-12-21,completed,credit_card,54.29
195,575,2023-07-02,cancelled,paypal,489.39
196,864,2023-12-16,completed,wallet,382.58
197,743,2023-04-27,cancelled,wallet,354.91
198,241,2024-01-23,completed,wallet,59.25
199,564,2024-11-24,completed,paypal,91.52
200,96,2023-11-26,cancelled,net_banking,156.74
201,900,2024-02-24,completed,net_banking,24.18
202,734,2024-05-13,completed,wallet,168.94
203,485,2023-09-19,completed,paypal,37.5
204,407,2023-12-21,returned,paypal,185.65
205,231,2024-11-24,completed,wallet,221.04
206,749,2024-02-18,completed,credit_card,129.66
207,655,2024-11-04,completed,wallet,211.91
208,171,2024-01-22,completed,paypal,344.08
209,541,2023-07-30,completed,credit_card,98.23
210,36,2024-10-17,completed,net_banking,95.78
211,525,2024-09-26,completed,credit_card,308.65
212,160,2023-07-05,completed,net_banking,197.45
213,839,2024-01-03,completed,paypal,344.74
214,699,2024-03-02,completed,wallet,253.86
215,243,2025-03-17,completed,wallet,295.75
216,86,2024-11-16,cancelled,wallet,123.77
217,796,2024-05-16,completed,wallet,322.57
218,578,2023-07-08,completed,wallet,235.19
219,682,2024-05-15,completed,paypal,336.75
220,557,2025-01-07,completed,paypal,450.47
221,574,2024-12-13,completed,wallet,237.97
222,953,2023-08-15,completed,credit_card,150.94
223,646,2023-05-09,completed,wallet,277.83
224,796,2024-07-20,cancelled,net_banking,46.19
225,28,2024-12-29,completed,net_banking,473.17
226,620,2024-02-11,completed,net_banking,493.95
227,556,2024-04-25,completed,net_banking,156.59
228,340,2024-07-19,cancelled,wallet,481.39
229,798,2025-02-23,completed,net_banking,348.25
230,958,2025-02-10,completed,credit_card,233.85
231,331,2023-05-20,completed,wallet,158.04
232,640,2023-12-02,completed,net_banking,499.69
233,506,2023-08-24,completed,wallet,428.13
234,348,2023-08-16,completed,wallet,62.26
235,473,2024-10-02,cancelled,wallet,196.87
236,231,2024-04-14,returned,paypal,185.89
237,190,2023-06-21,completed,net_banking,154.98
238,225,2025-03-08,cancelled,paypal,352.65
239,385,2024-08-19,completed,credit_card,20.75
240,377,2023-07-02,completed,credit_card,416.72
241,283,2024-10-30,completed,paypal,203.94
242,958,2023-10-17,completed,net_banking,13.97
243,633,2025-03-07,completed,wallet,433.88
244,628,2023-10-05,completed,credit_card,391.37
245,973,2025-01-07,completed,credit_card,487.07
246,745,2024-10-01,completed,credit_card,456.2
247,259,2024-09-10,completed,net_banking,375.13
248,359,2023-08-08,completed,paypal,418.09
249,710,2024-12-08,completed,paypal,452.44
250,456,2024-10-30,completed,net_banking,390.11
251,411,2023-08-24,cancelled,credit_card,122.76
252,649,2024-05-14,completed,net_banking,402.95
253,318,2024-05-26,completed,net_banking,117.31
254,677,2024-11-07,cancelled,paypal,103.16
255,225,2024-08-05,completed,net_banking,132.81
256,819,2024-09-07,completed,net_banking,380.23
257,234,2024-05-31,completed,credit_card,386.06
258,684,2025-04-12,completed,wallet,343.62
259,664,2024-12-08,completed,credit_card,77.02
260,975,2024-01-11,completed,paypal,57.61
261,827,2024-04-02,completed,wallet,317.45
262,374,2024-12-21,completed,credit_card,29.32
263,672,2023-07-31,completed,net_banking,396.42
264,608,2024-01-09,completed,net_banking,26.35
265,472,2023-12-02,completed,wallet,188.78
266,233,2024-01-25,completed,wallet,74.39
267,692,2024-08-17,completed,net_banking,455.72
268,113,2025-02-13,completed,paypal,170.09
269,830,2025-04-20,completed,credit_card,213.6
270,497,2024-03-20,completed,net_banking,108.39
271,442,2023-05-22,completed,credit_card,395.39
272,564,2025-03-12,completed,credit_card,439.47
273,268,2024-10-25,completed,credit_card,189.27
274,510,2024-12-12,cancelled,credit_card,255.88
275,807,2024-10-02,completed,paypal,143.54
276,386,2024-02-16,completed,paypal,90.63
277,387,2023-10-23,cancelled,paypal,457.88
278,113,2023-09-30,completed,net_banking,472.65
279,613,2024-08-07,completed,net_banking,484.02
280,625,2024-08-04,completed,net_banking,154.62
281,952,2023-06-18,completed,paypal,436.49
282,81,2023-08-17,completed,credit_card,404.07
283,699,2024-07-04,completed,paypal,239.48
284,113,2024-08-20,completed,net_banking,46.9
285,2,2024-05-11,completed,wallet,379.53
286,642,2023-07-05,completed,net_banking,120.55
287,220,2025-01-05,completed,credit_card,341.4
288,566,2023-05-02,completed,paypal,340.46
289,855,2023-08-09,completed,wallet,204.73
290,997,2024-12-06,completed,wallet,424.41
291,736,2025-02-25,cancelled,credit_card,283.08
292,225,2023-12-17,completed,paypal,54.25
293,385,2024-06-18,completed,wallet,203.34
294,403,2025-02-22,completed,net_banking,139.58
295,638,2024-12-30,completed,credit_card,70.56
296,130,2024-12-17,completed,wallet,190.61
297,53,2025-03-16,completed,credit_card,377.02
298,684,2023-06-27,completed,paypal,138.46
299,730,2024-05-12,completed,paypal,196.7
300,672,2023-07-03,completed,paypal,322.89
301,710,2024-04-08,completed,net_banking,192.02
302,416,2023-12-20,cancelled,wallet,340.67
303,247,2023-08-30,completed,paypal,241.02
304,836,2025-04-15,completed,net_banking,313.58
305,439,2023-12-06,completed,paypal,472.15
306,203,2023-08-24,completed,paypal,170.72
307,184,2023-06-12,completed,wallet,308.94
308,123,2023-11-24,completed,net_banking,327.35
309,401,2024-07-11,completed,paypal,321.35
310,767,2024-01-28,completed,net_banking,237.49
311,294,2024-01-20,completed,net_banking,353.53
312,280,2023-06-29,completed,paypal,328.13
313,837,2023-06-15,completed,paypal,67.17
314,884,2023-09-07,completed,credit_card,32.22
315,610,2024-10-23,completed,wallet,28.23
316,198,2024-12-10,completed,paypal,498.0
317,982,2024-04-12,completed,credit_card,66.9
318,907,2023-11-07,returned,wallet,125.05
319,511,2024-04-22,completed,paypal,273.4
320,752,2023-11-05,completed,net_banking,200.44
321,144,2024-12-03,completed,wallet,191.8
322,609,2025-03-01,completed,net_banking,475.2
323,201,2024-03-29,completed,credit_card,351.28
324,124,2024-09-07,completed,paypal,274.69
325,187,2025-04-07,cancelled,credit_card,297.8
326,326,2023-08-08,completed,paypal,366.03
327,464,2025-04-19,completed,paypal,443.85
328,349,2023-07-26,completed,net_banking,330.91
329,771,2024-07-05,completed,credit_card,418.51
330,660,2024-05-04,completed,net_banking,311.67
331,764,2023-05-21,completed,net_banking,470.14
332,955,2024-01-28,cancelled,net_banking,147.07
333,932,2025-02-16,completed,credit_card,348.24
334,403,2023-11-29,completed,paypal,116.46
335,346,2024-02-26,completed,paypal,227.9
336,963,2024-03-03,completed,credit_card,125.7
337,511,2025-02-14,completed,paypal,187.72
338,147,2024-08-14,completed,credit_card,490.65
339,148,2025-04-02,completed,credit_card,189.99
340,864,2024-09-30,completed,paypal,451.83
341,711,2023-07-30,cancelled,wallet,325.97
342,820,2024-03-28,cancelled,net_banking,39.67
343,489,2024-01-30,completed,credit_card,145.18
344,929,2024-05-23,completed,credit_card,484.42
345,936,2025-02-05,completed,wallet,475.02
346,640,2024-08-18,completed,credit_card,413.85
347,551,2023-12-20,completed,credit_card,54.92
348,338,2024-02-05,completed,paypal,113.93
349,872,2023-06-24,completed,paypal,323.35
350,641,2024-10-01,completed,wallet,485.84
351,779,2024-03-06,completed,credit_card,34.78
352,988,2024-05-17,completed,net_banking,173.42
353,953,2024-04-04,completed,paypal,494.52
354,473,2023-11-11,completed,net_banking,395.62
355,946,2025-03-02,completed,net_banking,110.55
356,151,2025-03-01,completed,wallet,416.61
357,415,2024-10-02,returned,wallet,281.56
358,990,2023-05-24,completed,credit_card,297.33
359,298,2024-08-15,completed,wallet,408.4
360,611,2024-09-02,completed,paypal,124.17
361,263,2023-06-04,cancelled,credit_card,389.44
362,764,2024-11-16,completed,credit_card,396.44
363,144,2024-12-25,completed,net_banking,302.03
364,346,2023-10-28,cancelled,net_banking,145.86
365,624,2024-10-15,completed,net_banking,492.17
366,572,2025-01-17,returned,credit_card,493.89
367,881,2024-06-29,cancelled,wallet,274.71
368,2,2023-04-27,cancelled,wallet,401.27
369,897,2023-08-19,completed,wallet,63.86
370,304,2025-02-11,completed,credit_card,434.56
371,254,2023-07-11,completed,credit_card,74.58
372,652,2023-12-02,completed,credit_card,185.54
373,453,2024-02-06,completed,credit_card,396.33
374,37,2023-08-21,completed,credit_card,298.54
375,160,2024-07-06,completed,wallet,17.73
376,9,2024-02-25,completed,credit_card,140.03
377,233,2025-02-12,completed,wallet,72.11
378,99,2023-06-16,completed,credit_card,216.27
379,659,2023-10-11,completed,wallet,65.69
380,816,2024-02-16,completed,paypal,41.14
381,208,2025-02-27,completed,paypal,229.65
382,131,2024-04-14,completed,wallet,187.4
383,404,2024-09-21,completed,paypal,300.9
384,152,2023-07-02,completed,paypal,231.48
385,54,2024-01-17,completed,wallet,118.56
386,120,2024-04-16,completed,credit_card,311.4
387,673,2024-04-18,completed,credit_card,366.35
388,920,2024-09-01,cancelled,wallet,455.29
389,628,2024-06-09,completed,net_banking,332.86
390,587,2025-03-20,completed,net_banking,157.8
391,625,2025-01-15,completed,paypal,325.24
392,968,2024-04-16,completed,net_banking,25.26
393,420,2023-07-14,completed,paypal,499.31
394,422,2023-06-26,completed,credit_card,425.18
395,104,2023-09-08,completed,wallet,218.87
396,852,2024-11-09,completed,credit_card,62.9
397,254,2023-07-14,completed,wallet,359.08
398,227,2025-04-02,completed,net_banking,227.35
399,112,2025-04-06,completed,credit_card,450.64
400,510,2024-02-23,cancelled,credit_card,167.83
401,473,2024-12-07,completed,paypal,82.68
402,99,2024-03-22,completed,wallet,71.83
403,153,2023-09-22,completed,net_banking,315.92
404,861,2024-02-26,completed,credit_card,296.83
405,914,2024-01-01,completed,wallet,358.95
406,896,2023-06-10,completed,net_banking,196.64
407,878,2023-12-23,completed,credit_card,302.72
408,338,2024-01-11,completed,wallet,154.5
409,706,2024-08-02,completed,paypal,257.72
410,822,2024-05-02,completed,credit_card,220.8
411,163,2023-10-03,cancelled,wallet,398.62
412,720,2024-10-17,completed,net_banking,66.06
413,957,2024-11-16,completed,net_banking,330.81
414,681,2024-04-24,completed,paypal,440.08
415,996,2023-07-18,completed,credit_card,280.15
416,161,2023-11-23,returned,paypal,434.09
417,580,2024-04-08,completed,wallet,220.73
418,801,2023-05-20,completed,net_banking,445.16
419,398,2024-06-17,completed,paypal,212.77
420,277,2023-08-19,completed,credit_card,415.44
421,816,2024-04-20,completed,wallet,205.38
422,916,2023-08-12,completed,credit_card,367.51
423,504,2024-08-30,completed,paypal,163.15
424,896,2023-10-03,cancelled,net_banking,163.14
425,392,2023-12-25,completed,net_banking,134.9
426,135,2024-07-05,completed,paypal,477.26
427,195,2023-05-15,completed,credit_card,346.54
428,401,2024-07-30,completed,credit_card,242.39
429,640,2024-12-12,completed,credit_card,54.7
430,33,2024-02-10,completed,credit_card,51.83
431,688,2023-06-08,completed,net_banking,221.62
432,460,2025-04-17,completed,credit_card,374.85
433,955,2025-01-08,cancelled,paypal,192.6
434,883,2024-01-26,completed,paypal,73.76
435,470,2024-12-24,completed,paypal,39.39
436,375,2024-03-20,completed,paypal,478.75
437,22,2024-04-22,returned,credit_card,285.22
438,750,2023-10-03,completed,net_banking,338.31
439,670,2023-06-02,completed,wallet,211.3
440,38,2023-10-02,completed,credit_card,438.07
441,230,2025-02-23,cancelled,wallet,471.15
442,365,2023-05-08,cancelled,net_banking,217.24
443,563,2024-11-30,completed,credit_card,458.76
444,438,2024-10-03,completed,wallet,35.21
445,776,2024-03-14,completed,net_banking,150.94
446,283,2023-11-16,completed,wallet,163.1
447,27,2023-11-02,completed,paypal,60.76
448,226,2024-08-26,completed,paypal,258.63
449,277,2023-09-04,returned,net_banking,85.82
450,798,2023-06-24,completed,net_banking,246.27
451,609,2023-08-09,completed,wallet,425.16
452,284,2023-06-13,completed,net_banking,181.56
453,879,2023-11-19,completed,paypal,282.57
454,960,2024-02-29,completed,paypal,66.29
455,481,2023-06-23,completed,credit_card,146.5
456,453,2023-12-08,completed,wallet,120.82
457,829,2025-02-27,cancelled,net_banking,220.27
458,816,2024-10-25,completed,net_banking,284.87
459,659,2024-04-05,completed,net_banking,386.04
460,516,2025-02-25,completed,wallet,314.64
461,547,2024-03-12,completed,paypal,340.74
462,192,2024-06-01,completed,net_banking,282.8
463,49,2023-10-04,completed,net_banking,308.41
464,512,2024-09-22,completed,paypal,332.34
465,17,2025-03-14,completed,net_banking,349.8
466,172,2023-11-08,completed,credit_card,24.19
467,220,2023-09-10,completed,paypal,143.9
468,158,2025-01-25,completed,paypal,383.58
469,477,2023-06-01,cancelled,paypal,461.55
470,46,2023-07-01,completed,credit_card,182.0
471,373,2025-03-16,completed,paypal,98.89
472,518,2025-03-21,cancelled,wallet,80.19
473,99,2024-03-18,completed,wallet,332.1
474,892,2024-01-11,completed,wallet,44.1
475,745,2024-11-26,cancelled,paypal,373.07
476,37,2023-12-07,completed,paypal,486.19
477,280,2023-08-26,cancelled,paypal,54.96
478,349,2023-09-22,returned,credit_card,269.94
479,497,2024-01-17,completed,wallet,194.34
480,302,2024-03-11,completed,net_banking,232.29
481,181,2024-04-29,completed,net_banking,87.13
482,607,2024-04-24,completed,paypal,162.7
483,99,2024-06-09,completed,credit_card,168.95
484,700,2024-10-07,completed,paypal,471.29
485,993,2024-12-19,completed,net_banking,302.15
486,116,2023-08-23,completed,wallet,442.84
487,191,2024-10-13,completed,net_banking,86.23
488,253,2024-03-25,completed,wallet,379.67
489,981,2024-01-21,completed,wallet,34.38
490,928,2025-03-29,completed,credit_card,49.97
491,983,2024-10-10,returned,net_banking,227.13
492,161,2024-07-06,returned,paypal,217.77
493,256,2024-02-17,completed,credit_card,307.47
494,323,2025-01-19,cancelled,wallet,212.95
495,128,2023-04-28,completed,net_banking,115.63
496,18,2024-06-29,completed,paypal,261.05
497,793,2024-12-19,completed,credit_card,179.13
498,735,2025-03-15,completed,paypal,64.34
499,566,2024-07-27,cancelled,net_banking,342.33
500,570,2023-09-22,completed,paypal,300.64
501,323,2023-06-20,completed,credit_card,268.2
502,872,2024-11-02,completed,paypal,161.13
503,686,2024-09-20,completed,net_banking,118.05
504,792,2024-07-13,completed,credit_card,492.38
505,626,2024-08-11,completed,wallet,36.84
506,288,2023-08-11,completed,credit_card,110.17
507,943,2023-12-28,completed,net_banking,473.21
508,854,2024-09-17,completed,paypal,386.0
509,663,2025-01-19,completed,wallet,384.44
510,962,2025-04-19,completed,wallet,151.83
511,639,2024-11-11,completed,paypal,68.79
512,155,2024-11-17,completed,net_banking,253.72
513,490,2025-01-20,completed,credit_card,221.02
514,386,2024-11-13,completed,net_banking,73.3
515,986,2024-11-10,completed,wallet,270.97
516,785,2023-12-22,cancelled,credit_card,122.75
517,104,2023-05-02,completed,credit_card,283.77
518,929,2023-08-15,completed,paypal,337.34
519,393,2025-03-17,cancelled,net_banking,183.54
520,811,2024-04-11,completed,credit_card,204.56
521,246,2025-04-15,completed,paypal,373.6
522,176,2023-08-13,completed,net_banking,223.75
523,39,2024-05-12,completed,wallet,235.28
524,477,2025-02-20,completed,wallet,48.15
525,682,2023-12-22,returned,net_banking,163.4
526,759,2023-07-18,completed,credit_card,220.35
527,538,2024-12-26,completed,credit_card,208.17
528,867,2024-09-25,returned,wallet,323.67
529,818,2024-03-01,returned,wallet,151.86
530,921,2023-11-11,completed,credit_card,208.47
531,408,2024-05-29,completed,net_banking,483.44
532,525,2024-11-02,completed,wallet,94.22
533,828,2023-04-23,completed,credit_card,474.33
534,506,2024-04-04,completed,net_banking,235.45
535,903,2025-01-26,cancelled,paypal,347.91
536,825,2025-02-14,completed,net_banking,187.31
537,36,2023-07-27,completed,credit_card,223.99
538,685,2024-08-25,completed,net_banking,61.87
539,20,2024-04-04,completed,credit_card,223.48
540,321,2024-08-29,completed,wallet,206.22
541,776,2024-07-13,completed,paypal,48.54
542,512,2023-07-05,completed,wallet,436.56
543,400,2023-05-19,completed,wallet,375.44
544,654,2023-10-07,completed,credit_card,118.57
545,972,2024-11-20,completed,credit_card,391.77
546,883,2023-09-13,completed,credit_card,47.43
547,471,2024-03-12,completed,credit_card,320.28
548,143,2024-10-12,completed,wallet,270.0
549,92,2024-06-18,completed,credit_card,105.01
550,354,2024-12-12,completed,credit_card,390.35
551,834,2023-08-28,completed,wallet,182.04
552,800,2024-07-30,completed,paypal,479.53
553,727,2024-02-08,completed,paypal,326.27
554,959,2023-10-05,returned,net_banking,82.37
555,854,2024-01-16,completed,wallet,60.37
556,51,2023-09-30,completed,credit_card,135.42
557,665,2023-09-16,completed,net_banking,95.01
558,698,2024-09-29,completed,paypal,84.91
559,575,2024-07-12,returned,paypal,381.98
560,190,2023-05-02,completed,wallet,46.92
561,125,2024-02-02,completed,credit_card,476.13
562,150,2025-01-12,completed,credit_card,317.69
563,314,2024-01-28,completed,net_banking,237.34
564,570,2023-05-03,completed,paypal,286.23
565,342,2023-12-11,completed,net_banking,293.94
566,305,2025-03-17,completed,net_banking,343.76
567,692,2023-12-15,completed,net_banking,442.2
568,682,2024-05-14,cancelled,credit_card,325.07
569,838,2025-01-16,returned,paypal,493.4
570,783,2025-02-23,completed,net_banking,168.37
571,54,2023-07-26,completed,paypal,485.78
572,444,2024-10-15,completed,paypal,164.91
573,613,2024-05-12,completed,net_banking,225.48
574,993,2024-09-06,cancelled,net_banking,239.77
575,264,2024-04-09,completed,wallet,319.38
576,53,2024-03-07,completed,credit_card,400.2
577,572,2024-03-04,completed,paypal,299.8
578,620,2024-01-19,completed,net_banking,182.45
579,5,2024-01-19,cancelled,net_banking,46.35
580,103,2025-01-23,cancelled,paypal,236.25
581,196,2024-06-15,completed,net_banking,28.43
582,774,2024-03-16,completed,wallet,190.68
583,877,2024-05-31,returned,paypal,150.67
584,992,2024-12-05,cancelled,net_banking,325.89
585,884,2024-01-06,completed,paypal,488.91
586,350,2023-07-18,completed,net_banking,54.25
587,47,2025-04-09,completed,net_banking,301.1
588,867,2023-09-04,completed,credit_card,198.4
589,823,2024-04-11,cancelled,paypal,294.36
590,936,2024-03-18,completed,credit_card,477.57
591,820,2024-02-04,cancelled,net_banking,372.07
592,656,2023-09-05,completed,paypal,30.1
593,269,2024-06-23,completed,paypal,455.43
594,370,2024-07-26,completed,wallet,290.11
595,636,2023-08-25,completed,wallet,102.24
596,106,2024-06-15,completed,net_banking,306.45
597,670,2024-03-24,completed,net_banking,255.67
598,659,2024-02-11,completed,net_banking,479.28
599,657,2023-11-28,completed,net_banking,230.76
600,120,2025-02-05,completed,wallet,407.37
601,831,2024-09-14,completed,paypal,420.31
602,787,2024-10-06,completed,credit_card,491.37
603,604,2024-09-30,completed,paypal,51.32
604,58,2024-03-25,completed,paypal,326.6
605,951,2024-08-25,completed,wallet,29.18
606,346,2023-11-27,completed,paypal,356.73
607,741,2024-10-17,completed,paypal,495.58
608,474,2024-08-14,completed,net_banking,266.79
609,117,2025-04-18,completed,credit_card,308.8
610,830,2025-04-08,completed,paypal,188.31
611,791,2025-03-24,completed,paypal,459.79
612,127,2025-02-14,completed,credit_card,199.83
613,393,2023-07-07,completed,net_banking,389.49
